Landslide ID,Description,Size Category,Trigger,Date of Occurrence,X Co-ordinate,Y Co-ordinate,Debris Type,Material Type,Movement Type,Aspect,Activity,Vegetation Cover,Causal Factors,Damage Description,No. of Slips,Injuries,Deaths,Damage Cost,Environmental Effects,Comments,Area (min),Area (max),Volume (min),Volume (max),Data Source
4468,"Untitled Earthquake induced landslide 4468",101,1,null,173.937942405961,-41.5243253811603,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4469,"Untitled Earthquake induced landslide 4469",101,1,null,174.005384709972,-41.5025320447458,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4470,"Untitled Earthquake induced landslide 4470",101,1,null,174.014888598603,-41.5217923600861,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4471,"Untitled Earthquake induced landslide 4471",101,1,null,174.055757771112,-41.5253205740335,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4472,"Untitled Earthquake induced landslide 4472",101,1,null,174.143563893616,-41.6041407550856,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4473,"Untitled Earthquake induced landslide 4473",101,1,null,174.101781501183,-41.6221209190275,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4474,"Untitled Earthquake induced landslide 4474",101,1,null,174.120615375837,-41.6199497901665,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4475,"Untitled Earthquake induced landslide 4475",101,1,null,174.147972829951,-41.6219394351149,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4476,"Untitled Earthquake induced landslide 4476",101,1,null,174.139237089567,-41.6407088687731,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4477,"Untitled Earthquake induced landslide 4477",101,1,null,174.118167385589,-41.640828906438,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4478,"Untitled Earthquake induced landslide 4478",101,1,null,174.091528926314,-41.6409633781522,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4479,"Untitled Earthquake induced landslide 4479",101,1,null,174.066694929966,-41.64771608228,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4480,"Untitled Earthquake induced landslide 4480",101,1,null,174.042997944773,-41.6482512894772,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4481,"Untitled Earthquake induced landslide 4481",101,1,null,174.08282449021,-41.6547781707196,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4482,"Untitled Earthquake induced landslide 4482",101,1,null,174.057380349271,-41.6561101609449,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4483,"Untitled Earthquake induced landslide 4483",101,1,null,174.036202960332,-41.6653871065292,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4484,"Untitled Earthquake induced landslide 4484",101,1,null,174.009136538939,-41.6688638041719,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4485,"Untitled Earthquake induced landslide 4485",101,1,null,174.02333186194,-41.6818395195869,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4486,"Untitled Earthquake induced landslide 4486",101,1,null,173.982495977503,-41.670979110467,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4487,"Untitled Earthquake induced landslide 4487",101,1,null,173.998411258797,-41.6882756641546,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4488,"Untitled Earthquake induced landslide 4488",101,1,null,173.956280123413,-41.6810211016767,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4489,"Untitled Earthquake induced landslide 4489",101,1,null,173.970549014298,-41.6943965698317,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4490,"Untitled Earthquake induced landslide 4490",101,1,null,173.92473670362,-41.7019693069433,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4491,"Untitled Earthquake induced landslide 4491",101,1,null,173.90135188251,-41.7116914657713,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4492,"Untitled Earthquake induced landslide 4492",101,1,null,173.878106253707,-41.7262485569927,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4493,"Untitled Earthquake induced landslide 4493",101,1,null,173.855545780086,-41.7578502864292,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4494,"Untitled Earthquake induced landslide 4494",101,1,null,173.844231045559,-41.7717921348256,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4495,"Untitled Earthquake induced landslide 4495",101,1,null,174.155221881709,-41.7805966692271,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4496,"Untitled Earthquake induced landslide 4496",101,1,null,174.160423681371,-41.7889261442239,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4497,"Untitled Earthquake induced landslide 4497",101,1,null,174.158239164539,-41.7967744522667,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4498,"Untitled Earthquake induced landslide 4498",101,1,null,174.146214398862,-41.801916598687,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4499,"Untitled Earthquake induced landslide 4499",101,1,null,174.136566385075,-41.8053993092406,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4500,"Untitled Earthquake induced landslide 4500",101,1,null,174.151709755596,-41.8137894145838,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4501,"Untitled Earthquake induced landslide 4501",101,1,null,174.041004622344,-41.9055775382234,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4502,"Untitled Earthquake induced landslide 4502",101,1,1932-09-16,177.533477216876,-38.7918407132203,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4503,"Untitled Earthquake induced landslide 4503",101,1,1932-09-16,177.365303714751,-39.0712210403405,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4504,"Untitled Earthquake induced landslide 4504",101,1,1932-09-16,177.857097280525,-39.0455346380005,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4505,"Untitled Earthquake induced landslide 4505",101,1,1932-09-16,177.872274670834,-39.0514995488232,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4506,"Untitled Earthquake induced landslide 4506",101,1,1932-09-16,177.610310087285,-38.8861726487643,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4507,"Untitled Earthquake induced landslide 4507",101,1,1987-03-02,176.83390323755,-37.9661001727663,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4508,"Untitled Earthquake induced landslide 4508",101,1,1987-03-02,176.829147769888,-37.9824151331028,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4509,"Untitled Earthquake induced landslide 4509",101,1,1987-03-02,176.82718527586,-37.9903860139445,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4510,"Untitled Earthquake induced landslide 4510",101,1,1987-03-02,176.817717364036,-37.9951239318842,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4511,"Untitled Earthquake induced landslide 4511",101,1,1987-03-02,176.810956564685,-38.001888018955,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4512,"Untitled Earthquake induced landslide 4512",101,1,1987-03-02,176.814570394444,-38.0067502840455,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4513,"Untitled Earthquake induced landslide 4513",101,1,1932-09-16,177.488271413291,-38.8565804043531,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4514,"Untitled Earthquake induced landslide 4514",101,1,1932-09-16,177.531106194513,-38.9011210530643,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4515,"Untitled Earthquake induced landslide 4515",101,1,null,175.077172316465,-39.9323741406379,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4516,"Untitled Earthquake induced landslide 4516",101,1,null,175.575675257483,-40.4117213521404,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4517,"Untitled Earthquake induced landslide 4517",101,1,null,175.437689628213,-40.449044648562,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4518,"Untitled Earthquake induced landslide 4518",101,1,null,175.371477698237,-40.5121698334206,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4519,"Untitled Earthquake induced landslide 4519",101,1,null,175.647392136133,-40.8421377307432,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4520,"Untitled Earthquake induced landslide 4520",101,1,null,175.676096401444,-40.8984415413461,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4521,"Untitled Earthquake induced landslide 4521",101,1,null,175.684249844959,-40.925912403762,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4522,"Untitled Earthquake induced landslide 4522",101,1,null,175.595697438826,-41.0543655488724,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4523,"Untitled Earthquake induced landslide 4523",101,1,null,175.493192742135,-41.0956820348379,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4524,"Untitled Earthquake induced landslide 4524",101,1,null,175.422698365834,-41.0902029901257,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4525,"Untitled Earthquake induced landslide 4525",101,1,null,175.447437485222,-41.1767044840799,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4526,"Untitled Earthquake induced landslide 4526",101,1,null,175.358421534478,-41.2109759759621,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4527,"Untitled Earthquake induced landslide 4527",101,1,null,174.953385472293,-41.1828257811399,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4528,"Untitled Earthquake induced landslide 4528",101,1,null,174.918688555019,-41.2048583739642,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4529,"Untitled Earthquake induced landslide 4529",101,1,null,174.889406922976,-41.2195999745435,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4530,"Untitled Earthquake induced landslide 4530",101,1,null,175.233926083842,-41.3090926854566,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4531,"Untitled Earthquake induced landslide 4531",101,1,null,175.163753425645,-41.3541362351062,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4532,"Untitled Earthquake induced landslide 4532",101,1,null,174.997325139222,-41.3952534542227,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4533,"Untitled Earthquake induced landslide 4533",101,1,1993-08-10,177.926703755907,-38.6846874445888,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4534,"Untitled Earthquake induced landslide 4534",101,1,1929-03-09,172.151530398218,-42.7082619976195,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4535,"Untitled Earthquake induced landslide 4535",101,1,1929-03-09,172.153241560711,-42.6947704650779,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4536,"Untitled Earthquake induced landslide 4536",101,1,1983-12-14,176.312817475409,-38.3597888938737,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4537,"Untitled Earthquake induced landslide 4537",101,1,1983-12-14,176.251827486404,-38.3767874032373,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4538,"Untitled Earthquake induced landslide 4538",101,1,1983-12-14,176.358489388857,-38.350176218354,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
